city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price
 Riyadh,   Al-Hayir ,North,200,13,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16000
 Riyadh,   King Fahd ,East,400,20,3,4,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,110000
 Riyadh,   Al-Malqa ,East,255,0,3,2,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000
 Riyadh,   Al-Rafiea ,West,450,0,5,5,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,75000
 Riyadh,   Al-Muayzlah ,West,360,0,5,5,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,90000
 Riyadh,   Jarir ,3-streets,1652,20,6,5,3,1,1,1,1,0,1,0,0,1,1,0,1,0,0,350000
 Riyadh,   Al-Malqa ,North,260,0,4,4,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,100000
 Riyadh,   Al-Ramal ,South,325,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000
 Riyadh,   Al-Ramal ,East,370,0,6,3,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3800
 Riyadh,   Badr ,West,280,5,7,4,4,1,1,0,0,0,1,0,0,1,0,1,1,0,0,50000
 Riyadh,   Al-Ulya ,North,300,0,5,4,3,1,1,0,1,0,0,1,0,1,0,1,1,0,0,90000
 Riyadh,   Kordoba ,South,441,6,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,0,130000
 Riyadh,   Al-Mansoura ,North,500,7,5,3,2,1,0,1,1,0,0,1,0,1,0,0,0,0,1,70000
 Riyadh,   Al-Ramal ,South,400,0,4,5,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,52000
 Riyadh,   Western Umm Al-Hamam ,3-streets,1600,28,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,250000
 Riyadh,   Al-Khalij ,North,500,31,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40000
 Riyadh,   Al-Areed ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 Riyadh,   Al-Khalij ,South,1000,18,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000
 Riyadh,   Al-Yasameen ,North,250,6,3,3,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,65000
 Riyadh,   Al-Sahafa ,West,230,7,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,80000
 Riyadh,   Al-Areed ,East,350,0,4,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,100000
 Riyadh,   Al-Ramal ,North,300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,38000
 Riyadh,   Al-Yasameen ,West,300,5,5,5,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,100000
 Riyadh,   Al-Areed ,South,300,3,3,4,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,52000
 Riyadh,   Al-Fayhaa ,Southeast,484,17,5,5,2,1,0,1,0,1,0,0,0,1,0,0,0,0,1,60000
 Riyadh,   Al-Munsiyah ,East,250,8,4,5,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,4500
 Riyadh,   Al-Ulya ,West,600,7,6,5,4,1,1,1,1,0,1,0,0,1,0,0,1,0,0,200000
 Riyadh,   Central Al-Arija ,North,400,25,5,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,50000
 Riyadh,   Al-Khalij ,North,500,28,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000
 Riyadh,   Al-Ramal ,West,350,0,5,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,48000
 Riyadh,   Al-Ramal ,South,400,0,4,5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,60000
 Riyadh,   Al-Narcissus ,South,250,5,5,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,120000
 Riyadh,   Al-Aqeeq ,South,812,20,7,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,150000
 Riyadh,   Al-Ulya ,West,1200,15,6,5,4,1,1,1,1,0,1,1,0,1,1,0,1,0,1,300000
 Riyadh,   King Fahd ,South,520,25,5,5,2,1,1,0,1,0,1,1,0,0,0,0,1,0,0,100000
 Riyadh,   Al-Ramal ,East,300,0,6,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,130000
 Riyadh,   Al-Areed ,North,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000
 Riyadh,   Al-Yarmouk ,North,320,0,5,5,2,1,1,1,1,0,0,0,0,1,0,0,1,0,1,75000
 Riyadh,   Al-Areed ,Southwest,432,0,3,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,120000
 Riyadh,   Al-Sulaymaniyah ,Southeast,400,20,7,5,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,120000
 Riyadh,   Al-Khuzama ,North,350,11,4,4,2,1,0,1,0,0,1,0,0,1,0,0,1,0,0,160000
 Riyadh,   Al-Eskan ,West,250,0,3,3,2,1,1,0,1,0,0,0,0,1,0,1,1,0,1,800000
 Riyadh,   Al-Areed ,East,375,3,3,4,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,200000
 Riyadh,   Al-Azizia ,South,270,0,5,5,4,1,1,0,0,0,1,1,0,0,0,1,1,0,0,80000
 Riyadh,   Al-Malqa ,North,400,4,4,4,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,100000
 Riyadh,   Al-Sahafa ,South,375,10,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,120000
 Riyadh,   Tuwaiq ,Northeast,400,32,7,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,85000
 Riyadh,   Al-Sulaymaniyah ,West,250,4,3,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,80000
 Riyadh,   Al-Yasameen ,West,350,6,4,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,95000
 Riyadh,   Al-Ramal ,North,300,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,48000
 Riyadh,   Tuwaiq ,West,375,0,5,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,45000
 Jeddah,   Taiba ,North,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000
 Jeddah,   Al-Rawda ,East,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000
 Jeddah,   Taiba ,East,312,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000
 Jeddah,   Al-Mohammadiyah ,East,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000
 Jeddah,   Al-Mohammadiyah ,North,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000
 Jeddah,   Al-Zumurrud,North,312,2,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,1,1,55000
 Jeddah,   Al-Yaqoot ,East,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000
 Jeddah,   Al-Basateen ,South,350,10,4,4,2,0,1,1,1,0,1,1,0,1,0,1,0,0,0,90000
 Jeddah,   Al-Zahraa ,South,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000
 Jeddah,   Bremen ,South,350,0,7,5,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,45000
 Jeddah,   Al-Zumurrud,West,300,0,5,4,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,220000
 Jeddah,   Al-Shate ,North,300,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,250000
 Jeddah,   Al-Basateen ,East,650,20,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,120000
 Jeddah,   Al-Yaqoot ,West,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000
 Jeddah,   Al-Rawda ,East,110,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,65000
 Jeddah,   Al-Rawda ,Southwest,250,10,4,4,2,1,0,0,0,0,1,1,0,1,0,1,1,0,0,100000
 Jeddah,   Al-Shate ,Northeast,300,2,3,4,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,150000
 Jeddah,   Al-Zahraa ,West,350,4,6,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,160000
 Jeddah,   North Obhur ,North,170,0,2,3,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,50000
 Jeddah,   Al-Zahraa ,South,380,5,4,4,4,1,1,1,1,0,1,1,0,1,0,1,1,0,1,185000
 Jeddah,   Al-Basateen ,North,300,13,4,5,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,80000
 Jeddah,   Al-Zahraa ,West,350,5,7,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,160000
 Jeddah,   Al-Zahraa ,North,450,6,4,3,3,1,1,1,0,0,1,1,0,1,0,1,1,0,1,220000
 Jeddah,   Al-Mohammadiyah ,West,350,0,5,4,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
 Jeddah,   Al-Khalidiya ,East,600,0,5,5,5,1,1,1,1,0,1,1,1,1,1,0,1,1,0,350000
 Jeddah,   Al-Rawda ,North,300,3,4,4,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,145000
 Jeddah,   Al-Rawda ,Southeast,350,5,3,4,4,1,1,1,1,0,1,1,0,1,0,1,0,0,0,130000
 Jeddah,   Al-Naeem ,East,375,7,5,5,3,1,1,1,1,0,1,1,0,0,0,1,1,0,0,90000
 Jeddah,   Al-Rawda ,Southeast,400,3,6,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,120000
 Jeddah,   Al-Naeem ,East,480,7,5,4,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,130000
 Jeddah,   Taiba ,West,645,0,5,5,4,1,1,1,1,0,0,1,0,1,0,0,1,1,0,180000
 Jeddah,   Al-Falah ,West,312,5,7,5,2,0,1,1,0,0,0,1,0,1,0,1,1,0,0,60000
 Jeddah,   Al-Khalidiya ,West,750,11,5,5,3,0,1,1,1,0,0,1,0,1,0,0,1,1,0,150000
 Jeddah,   Al-Basateen ,East,300,7,3,4,3,1,1,1,1,1,1,1,1,1,0,1,1,0,0,115000
 Jeddah,   Al-Shate ,North,250,0,3,3,2,1,1,0,1,0,1,0,1,1,0,1,0,0,0,100000
 Jeddah,   Al-Shate ,Northwest,650,9,5,5,5,1,1,1,1,0,1,1,1,1,0,0,1,1,1,320000
 Jeddah,   Al-Shate ,South,400,7,4,5,4,1,1,1,1,0,1,1,1,1,0,1,1,0,0,160000
 Jeddah,   Al-Shate ,Southwest,95000,0,3,3,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,95000
 Jeddah,   Al-Shate ,East,550,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,180000
 Jeddah,   Al-Shate ,Northeast,600,0,4,5,2,1,1,1,1,1,1,1,1,1,0,0,1,0,1,195000
 Jeddah,   Al-Nahda ,East,320,10,4,4,2,1,1,1,0,0,1,0,0,1,0,1,1,0,0,85000
 Jeddah,   Al-Basateen ,West,330,7,5,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,100000
 Jeddah,   Al-Rabwa ,Northeast,790,21,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,1,160000
 Jeddah,   Al-Nahda ,West,450,3,5,5,4,0,1,1,1,0,1,1,0,1,0,0,1,0,0,160000
 Jeddah,   Al-Naeem ,West,300,3,3,5,4,1,1,1,1,0,1,1,1,0,1,1,1,0,0,120000
 Jeddah,   Al-Naeem ,South,450,2,5,5,5,1,1,1,1,0,1,1,0,1,1,0,1,1,0,175000
 Jeddah,   Al-Mohammadiyah ,West,330,0,5,5,3,1,0,1,1,0,1,1,0,1,0,1,1,0,0,100000
 Jeddah,   Al-Mohammadiyah ,North,500,6,4,4,4,1,1,1,1,0,1,1,1,1,0,0,1,1,1,135000
 Jeddah,   Al-Mohammadiyah ,East,300,5,3,4,4,1,1,1,1,1,1,1,1,1,0,1,1,0,0,115000
 Jeddah,   Al-Nahda ,North,360,8,4,5,2,1,1,1,1,0,1,1,1,0,0,1,1,0,0,60000
 Jeddah,   Al-Shate ,West,280,5,4,5,4,1,0,1,1,1,1,1,1,1,0,1,1,0,0,180000
 Jeddah,   Al-Zahraa ,South,400,6,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000
 Jeddah,   Al-Zahraa ,North,350,6,5,5,4,1,1,1,1,0,1,1,1,1,0,1,1,0,0,160000
 Jeddah,   Al-Yaqoot ,West,280,5,3,5,3,1,1,1,1,0,1,0,1,1,0,1,1,0,0,50000
 Jeddah,   Al-Naeem ,East,300,9,3,4,4,1,0,1,1,0,1,1,0,0,0,1,1,0,0,85000
 Jeddah,   Al-Naeem ,West,375,9,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,80000
 Jeddah,   Al-Rawda ,Northeast,220,10,4,3,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,45000
 Jeddah,   Al-Shate ,South,700,15,5,5,3,1,1,1,1,0,1,1,0,1,1,0,1,0,0,250000
 Jeddah,   Al-Mohammadiyah ,Southwest,550,9,5,4,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,135000
 Jeddah,   Al-Zahraa ,West,400,6,7,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,160000
 Jeddah,   Al-Basateen ,South,300,8,3,3,2,1,1,1,1,0,0,1,0,0,0,1,1,0,0,85000
 Jeddah,   Al-Salihiya ,South,400,3,5,5,4,1,1,1,1,0,1,1,0,1,0,1,0,0,0,80000
 Jeddah,   Al-Naeem ,South,560,0,5,5,3,1,1,1,1,0,1,1,0,1,0,0,1,1,0,180000
 Jeddah,   Al-Mohammadiyah ,West,350,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,110000
 Jeddah,   Al-Naeem ,West,375,7,4,5,2,1,1,1,1,0,0,1,1,0,0,1,1,0,0,100000
 Jeddah,   Al-Khalidiya ,North,250,5,3,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,90000
 Jeddah,   Taiba ,North,600,8,6,5,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,85000
 Jeddah,   Al-Mohammadiyah ,West,450,5,5,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,140000
 Jeddah,   Al-Muntazah ,North,500,0,5,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,140000
 Jeddah,   North Obhur ,North,185,0,3,3,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,60000
 Jeddah,   Al-Rawda ,South,500,10,5,5,4,1,1,1,1,0,1,0,1,1,0,0,1,0,0,250000
 Jeddah,   Al-Rawda ,Northeast,300,2,6,5,2,1,1,1,1,0,0,0,0,1,0,1,0,1,0,110000
 Jeddah,   Al-Shate ,West,250,6,6,5,3,1,1,1,1,0,0,0,1,1,0,1,1,1,0,150000
 Jeddah,   Al-Mohammadiyah ,South,360,0,5,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,110000
 Jeddah,   Al-Yaqoot ,West,230,0,4,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000
 Jeddah,   Al-Salihiya ,Northwest,300,0,5,3,1,0,1,1,0,0,1,1,0,1,0,1,1,1,0,40000
 Jeddah,   Al-Mohammadiyah ,West,250,0,5,5,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,200000
 Jeddah,   Al-Safa ,North,450,18,5,5,3,1,0,1,1,0,0,1,0,1,0,0,1,0,0,65000
 Jeddah,   Al-Shate ,South,600,17,5,4,2,1,1,1,1,0,1,0,1,1,0,1,1,0,0,120000
 Jeddah,   Al-Mohammadiyah ,North,300,4,7,5,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,150000
 Jeddah,   North Obhur ,West,375,5,6,5,4,1,1,1,1,0,1,1,1,1,0,0,1,1,0,180000
 Jeddah,   Al-Safa ,East,1200,12,7,5,3,0,1,1,1,0,0,1,0,1,0,0,1,1,0,200000
 Jeddah,   Al-Shate ,West,600,10,7,5,5,1,1,1,1,1,1,1,0,1,1,1,1,0,0,150000
 Jeddah,   Al-Basateen ,East,375,6,6,4,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,120000
 Jeddah,   North Obhur ,North,250,2,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000
 Jeddah,   Al-Rabwa ,North,1000,14,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,100000
 Jeddah,   Al-Riyadh ,South,200,0,5,3,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,35000
 Jeddah,   Al-Sawari ,West,250,2,5,4,3,1,1,1,0,0,0,1,0,0,0,0,1,0,0,50000
 Jeddah,   Al-Yaqoot ,East,312,2,7,5,3,1,1,1,1,0,0,1,1,1,0,1,1,0,0,70000
 Jeddah,   Al-Nahda ,North,1042,0,7,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,1,140000
 Jeddah,   South Obhur ,West,350,2,5,5,3,1,1,1,1,0,0,1,1,1,0,1,0,0,0,120000
 Jeddah,   Al-Marjan ,North,240,4,4,5,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,150000
 Jeddah,   Al-Shate ,3-streets,300,4,3,3,2,1,0,0,0,1,1,0,1,1,0,1,1,0,0,180000
 Jeddah,   Al-Zumurrud,North,1350,6,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,200000
 Jeddah,   Al-Zumurrud,North,400,8,4,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,200000
 Jeddah,   Al-Rawda ,North,280,10,5,5,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,100000
 Jeddah,   Al-Basateen ,West,750,13,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,160000
 Jeddah,   Taiba ,East,400,3,5,3,2,0,1,1,1,0,0,1,1,1,0,1,1,0,0,50000
 Jeddah,   Al-Mohammadiyah ,North,356,10,5,5,3,1,1,1,1,0,1,1,1,0,0,0,1,0,0,125000
 Jeddah,   Al-Safa ,South,300,0,7,5,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,45000
 Jeddah,   Al-Rahmaniyah ,West,300,0,5,5,3,1,1,1,0,0,0,1,0,1,0,0,1,1,0,65000
 Jeddah,   Al-Samer,North,400,0,7,4,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,70000
 Jeddah,   Al-Naeem ,North,350,7,5,4,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,110000
 Jeddah,   Al-Zahraa ,South,375,5,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,170000
 Jeddah,   Al-Yaqoot ,East,400,2,5,5,4,1,1,1,0,0,1,1,1,1,0,1,1,0,0,65000
 Jeddah,   Al-Salihiya ,West,330,0,5,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,36000
 Jeddah,   Al-Zumurrud,West,125,0,3,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,100000
 Jeddah,   Al-Andalus ,West,514,15,7,4,5,1,1,1,1,0,0,0,0,1,0,0,1,0,0,180000
 Jeddah,   Al-Riyadh ,South,492,5,5,5,4,1,1,1,1,1,1,1,1,1,0,0,1,0,0,55000
 Jeddah,   Al-Salamah ,Northeast,211,0,3,3,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,135000
 Jeddah,   Al-Mohammadiyah ,West,640,5,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,1,0,370000
 Jeddah,   North Obhur ,West,300,3,4,4,3,1,1,0,1,0,0,1,1,1,0,1,1,0,0,180000
 Jeddah,   South Obhur ,4-streets,440,0,5,5,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,175000
 Jeddah,   Al-Shate ,South,380,8,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,100000
 Jeddah,   South Obhur ,South,160,5,3,4,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,95000
 Jeddah,   Umm Hablain ,South,220,0,6,4,2,1,1,1,1,0,0,1,0,0,0,0,0,1,0,35000
 Jeddah,   Al-Salihiya ,North,430,0,6,3,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,60000
 Jeddah,   Al-Rehab ,3-streets,587,11,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,130000
 Jeddah,   Al-Zumurrud,East,280,0,6,4,3,1,1,0,1,1,1,1,0,1,0,1,1,0,1,50000
 Jeddah,   Al-Sawari ,North,350,0,5,5,2,1,1,1,1,0,1,1,0,1,1,1,1,1,0,95000
 Jeddah,   Al-Mohammadiyah ,Northwest,370,15,3,4,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,120000
 Jeddah,   Al-Khalidiya ,West,750,25,5,5,2,1,1,1,1,1,1,1,1,1,0,0,1,0,0,190000
 Jeddah,   Al-Marwa ,North,512,8,5,5,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,50000
 Jeddah,   Al-Zumurrud,South,1200,7,6,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,350000
 Jeddah,   Taiba ,West,313,2,7,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,1,65000
 Jeddah,   Al-Shate ,North,300,8,5,5,2,1,0,1,1,0,1,0,1,1,1,1,1,0,0,150000
 Jeddah,   Al-Marjan ,West,330,4,4,4,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,120000
 Jeddah,   Al-Naeem ,North,300,12,5,4,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,75000
 Jeddah,   Al-Sawari ,East,550,0,7,5,2,1,1,1,0,0,0,1,0,1,0,1,0,0,0,115000
 Jeddah,   Al-Marwa ,East,400,9,5,5,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,50000
 Jeddah,   Al-Mohammadiyah ,West,300,9,6,5,3,1,1,0,1,0,1,1,0,1,0,1,1,0,0,75000
 Jeddah,   Al-Basateen ,South,300,8,4,5,3,1,0,0,0,0,0,1,0,1,0,1,1,0,0,85000
 Jeddah,   Al-Shate ,West,450,6,4,5,5,1,1,1,1,0,1,1,1,1,0,1,1,1,0,200000
 Jeddah,   Al-Mohammadiyah ,East,320,4,4,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,80000
 Jeddah,   Al-Zahraa ,North,400,8,6,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000
 Jeddah,   Al-Naeem ,South,360,7,4,4,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,70000
 Jeddah,   Al-Rawda ,South,300,4,4,4,2,1,0,1,1,0,0,0,0,0,0,0,1,1,0,85000
 Jeddah,   Al-Khalidiya ,North,360,5,5,5,3,1,1,1,1,0,1,1,1,0,0,1,1,0,0,120000
 Jeddah,   South Obhur ,North,250,9,6,4,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,55000
 Jeddah,   Al-Hamra ,East,300,6,5,3,3,1,0,0,1,0,1,0,0,1,0,0,1,0,0,150000
 Jeddah,   Al-Zumurrud,North,350,0,4,4,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,3000
 Jeddah,   Mushrifah ,Southeast,437,36,7,5,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,75000
 Jeddah,   Al-Mohammadiyah ,East,300,3,4,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,120000
 Jeddah,   Al-Naeem ,West,325,8,5,5,3,0,1,1,1,0,0,1,1,1,0,1,1,0,0,100000
 Jeddah,   Al-Shate ,West,400,0,4,5,4,1,1,1,1,0,1,1,1,1,0,1,1,1,0,250000
 Jeddah,   Al-Zahraa ,South,350,5,5,3,3,1,1,1,1,0,0,1,1,1,1,0,1,1,0,160000
 Jeddah,   Al-Mohammadiyah ,South,300,13,4,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,65000
 Jeddah,   Al-Salamah ,North,350,11,6,5,3,1,1,0,0,0,1,0,0,0,1,1,1,0,0,80000
 Jeddah,   Al-Rahmaniyah ,West,300,0,5,5,2,1,0,0,0,1,1,0,0,1,0,1,1,0,0,72000
 Jeddah,   Al-Rawda ,Northeast,350,0,7,5,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,110000
 Jeddah,   Al-Basateen ,South,375,7,6,3,3,1,1,1,1,0,0,0,1,1,0,0,0,0,0,110000
 Jeddah,   Al-Naeem ,North,180,9,2,4,3,1,1,0,1,0,1,1,1,0,1,0,0,1,0,60000
 Jeddah,   Al-Mohammadiyah ,West,350,0,7,2,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000
 Jeddah,   Al-Basateen ,West,750,17,5,5,3,1,1,1,1,0,1,0,0,1,1,0,0,0,0,150000
 Jeddah,   Al-Salihiya ,West,450,0,5,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,46000
 Jeddah,   Al-Mohammadiyah ,East,300,11,5,5,3,1,1,1,1,0,1,1,0,1,1,1,1,0,0,95000
 Jeddah,   Al-Rawda ,3-streets,500,23,5,4,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,700000
 Jeddah,   Al-Salihiya ,North,320,4,7,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,55000
 Jeddah,   Al-Salihiya ,South,300,0,1,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,60000
 Jeddah,   Al-Mohammadiyah ,South,350,13,3,5,2,1,0,1,1,0,1,1,0,1,0,1,1,0,0,75000
 Jeddah,   Al-Faisaliah ,Northeast,155,4,5,5,3,1,1,1,1,0,0,1,0,0,0,1,1,1,0,70000
 Jeddah,   Al-Ajawid ,Northwest,300,6,7,5,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,60000
 Jeddah,   Al-Sawari ,South,290,0,5,5,2,1,1,1,1,0,0,1,1,1,0,0,1,0,0,65000
 Jeddah,   Al-Yaqoot ,West,262,2,6,4,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,60000
 Jeddah,   Al-Sawari ,West,200,7,7,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,80000
 Jeddah,   Al-Zumurrud,North,600,4,5,4,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,45000
 Jeddah,   Al-Salamah ,South,1,5,5,5,2,1,1,1,1,0,1,0,0,0,0,0,1,1,0,145000
 Jeddah,   North Obhur ,East,200,12,3,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,140000
 Jeddah,   Al-Kawthar ,South,300,6,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,48000
 Jeddah,   Al-Salihiya ,Northwest,303,0,5,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,40000
 Jeddah,   Al-Mohammadiyah ,East,300,9,4,5,3,0,1,1,1,0,0,1,0,1,0,1,0,0,0,90000
 Jeddah,   Al-Basateen ,Southeast,575,10,6,5,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,170000
 Jeddah,   Al-Hamra ,North,400,5,5,4,3,1,1,1,1,0,1,0,0,1,0,1,1,0,0,200000
 Jeddah,   North Obhur ,South,300,15,5,5,3,1,1,1,1,0,0,0,0,1,0,1,1,0,0,59000
 Jeddah,   Al-Shate ,South,750,20,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,350000
 Jeddah,   Al-Firdaws ,South,321,0,5,5,2,1,1,1,1,0,1,1,1,1,0,1,1,1,0,80000
 Jeddah,   Al-Hamra ,Northwest,850,25,7,5,5,1,1,1,1,0,0,1,0,1,0,0,1,0,0,100000
